City	State	Incorporation	Year	Population
West Covina 	California	city	2014	108231
West Covina 	California	city	2015	108484
Westminster 	California	city	2010	89812
Westminster 	California	city	2011	90871
Westminster 	California	city	2012	91515
Westminster 	California	city	2013	92028
Westminster 	California	city	2014	92044
Westminster 	California	city	2015	92114
West Sacramento 	California	city	2013	50162
West Sacramento 	California	city	2014	51886
West Sacramento 	California	city	2015	52721
Whittier 	California	city	2010	85358
Whittier 	California	city	2011	85820
Whittier 	California	city	2012	86285
Whittier 	California	city	2013	86795
Whittier 	California	city	2014	87088
Whittier 	California	city	2015	87438
Woodland 	California	city	2010	55552
Woodland 	California	city	2011	55797
Woodland 	California	city	2012	56334
Woodland 	California	city	2013	56815
Woodland 	California	city	2014	57480
Woodland 	California	city	2015	58567
Yorba Linda 	California	city	2010	64446
Yorba Linda 	California	city	2011	65760
Yorba Linda 	California	city	2012	66529
Yorba Linda 	California	city	2013	67136
Yorba Linda 	California	city	2014	67764
Yorba Linda 	California	city	2015	67973
Yuba City 	California	city	2010	65675
Yuba City 	California	city	2011	65486
Yuba City 	California	city	2012	65477
Yuba City 	California	city	2013	65893
Yuba City 	California	city	2014	66318
Yuba City 	California	city	2015	66941
Yucaipa 	California	city	2010	51519
Yucaipa 	California	city	2011	52067
Yucaipa 	California	city	2012	52459
Yucaipa 	California	city	2013	52802
Yucaipa 	California	city	2014	53043
Yucaipa 	California	city	2015	53328
Arvada 	Colorado	city	2010	106697
Arvada 	Colorado	city	2011	107652
Arvada 	Colorado	city	2012	109790
Arvada 	Colorado	city	2013	111698
Arvada 	Colorado	city	2014	113744
Arvada 	Colorado	city	2015	115368
Aurora 	Colorado	city	2010	326050
Aurora 	Colorado	city	2011	332744
Aurora 	Colorado	city	2012	339188
Aurora 	Colorado	city	2013	345634
Boulder 	Colorado	city	2010	98606
Boulder 	Colorado	city	2011	100914
Boulder 	Colorado	city	2012	102058
Boulder 	Colorado	city	2013	103722
Boulder 	Colorado	city	2014	105516
Boulder 	Colorado	city	2015	107349
Broomfield 	Colorado	city	2010	56271
Broomfield 	Colorado	city	2011	57445
Broomfield 	Colorado	city	2012	58949
Broomfield 	Colorado	city	2013	60163
Broomfield 	Colorado	city	2014	61875
Broomfield 	Colorado	city	2015	65065
Castle Rock 	Colorado	town	2012	50439
Castle Rock 	Colorado	town	2013	51667
Castle Rock 	Colorado	town	2014	53598
Castle Rock 	Colorado	town	2015	55591
Centennial 	Colorado	city	2010	101455
Centennial 	Colorado	city	2011	103049
Centennial 	Colorado	city	2012	104779
Centennial 	Colorado	city	2013	107256
Centennial 	Colorado	city	2014	108187
Centennial 	Colorado	city	2015	109741
Commerce City 	Colorado	city	2014	51831
Commerce City 	Colorado	city	2015	53696
Fort Collins 	Colorado	city	2010	144796
Fort Collins 	Colorado	city	2011	146287
Fort Collins 	Colorado	city	2012	149294
Fort Collins 	Colorado	city	2013	152702
Fort Collins 	Colorado	city	2014	157176
Fort Collins 	Colorado	city	2015	161175
Grand Junction 	Colorado	city	2010	59027
Grand Junction 	Colorado	city	2011	59613
Grand Junction 	Colorado	city	2012	59871
Grand Junction 	Colorado	city	2013	59941
Grand Junction 	Colorado	city	2014	59934
Grand Junction 	Colorado	city	2015	60358
Greeley 	Colorado	city	2010	93220
Greeley 	Colorado	city	2011	94280
Greeley 	Colorado	city	2012	95325
Greeley 	Colorado	city	2013	96592
Greeley 	Colorado	city	2014	98312
Greeley 	Colorado	city	2015	100883
Lakewood 	Colorado	city	2010	143191
Lakewood 	Colorado	city	2011	144231
Lakewood 	Colorado	city	2012	145544
Lakewood 	Colorado	city	2013	147073
Lakewood 	Colorado	city	2014	149809
Lakewood 	Colorado	city	2015	152597
Longmont 	Colorado	city	2010	86416
Longmont 	Colorado	city	2011	87440
Longmont 	Colorado	city	2012	88722
Longmont 	Colorado	city	2013	90138
Longmont 	Colorado	city	2014	90429
Longmont 	Colorado	city	2015	92088
Loveland 	Colorado	city	2010	67006
Loveland 	Colorado	city	2011	69168
Loveland 	Colorado	city	2012	70262
Loveland 	Colorado	city	2013	71402
Loveland 	Colorado	city	2014	72704
Loveland 	Colorado	city	2015	75182
Pueblo 	Colorado	city	2010	106876
Pueblo 	Colorado	city	2011	107237
Pueblo 	Colorado	city	2012	107662
Pueblo 	Colorado	city	2013	107907
Pueblo 	Colorado	city	2014	108136
Pueblo 	Colorado	city	2015	109412
Thornton 	Colorado	city	2010	119412
Thornton 	Colorado	city	2011	121943
Thornton 	Colorado	city	2012	124460
Thornton 	Colorado	city	2013	127879
Thornton 	Colorado	city	2014	130586
Thornton 	Colorado	city	2015	133451
Westminster 	Colorado	city	2010	106458
Westminster 	Colorado	city	2011	107783
Westminster 	Colorado	city	2012	109256
Westminster 	Colorado	city	2013	110805
Westminster 	Colorado	city	2014	112026
Westminster 	Colorado	city	2015	113130
Thornton 	Colorado	city (pt.)	2010	119412
Thornton 	Colorado	city (pt.)	2011	121943
Thornton 	Colorado	city (pt.)	2012	124460
Thornton 	Colorado	city (pt.)	2013	127879
Thornton 	Colorado	city (pt.)	2014	130586
Thornton 	Colorado	city (pt.)	2015	133451
Westminster 	Colorado	city (pt.)	2010	63959
Westminster 	Colorado	city (pt.)	2011	65031
Westminster 	Colorado	city (pt.)	2012	66085
Westminster 	Colorado	city (pt.)	2013	67161
Westminster 	Colorado	city (pt.)	2014	68093
Westminster 	Colorado	city (pt.)	2015	69104
Aurora 	Colorado	city (pt.)	2010	285827
Aurora 	Colorado	city (pt.)	2011	291803
Aurora 	Colorado	city (pt.)	2012	297093
Aurora 	Colorado	city (pt.)	2013	302764
Aurora 	Colorado	city (pt.)	2014	308715
Aurora 	Colorado	city (pt.)	2015	314363
Longmont 	Colorado	city (pt.)	2010	86368
Longmont 	Colorado	city (pt.)	2011	87391
Longmont 	Colorado	city (pt.)	2012	88673
Longmont 	Colorado	city (pt.)	2013	90089
Longmont 	Colorado	city (pt.)	2014	90378
Longmont 	Colorado	city (pt.)	2015	92038
Arvada 	Colorado	city (pt.)	2010	103836
Arvada 	Colorado	city (pt.)	2011	104732
Arvada 	Colorado	city (pt.)	2012	106790
Arvada 	Colorado	city (pt.)	2013	108618
Arvada 	Colorado	city (pt.)	2014	110587
Arvada 	Colorado	city (pt.)	2015	112127
Bridgeport 	Connecticut	city	2010	144911
Bridgeport 	Connecticut	city	2011	146244
Bridgeport 	Connecticut	city	2012	147013
Bridgeport 	Connecticut	city	2013	147844
Bridgeport 	Connecticut	city	2014	147871
Bridgeport 	Connecticut	city	2015	147629
Bristol 	Connecticut	city	2010	60487
Bristol 	Connecticut	city	2011	60583
Bristol 	Connecticut	city	2012	60598
Bristol 	Connecticut	city	2013	60552
Bristol 	Connecticut	city	2014	60528
Bristol 	Connecticut	city	2015	60452
Danbury 	Connecticut	city	2010	81349
Danbury 	Connecticut	city	2011	82186
Danbury 	Connecticut	city	2012	82810
Danbury 	Connecticut	city	2013	83772
Danbury 	Connecticut	city	2014	83891
Danbury 	Connecticut	city	2015	84657
Hartford 	Connecticut	city	2010	125367
Hartford 	Connecticut	city	2011	125405
Hartford 	Connecticut	city	2012	125115
Hartford 	Connecticut	city	2013	125084
Hartford 	Connecticut	city	2014	124466
Hartford 	Connecticut	city	2015	124006
Meriden 	Connecticut	city	2010	60874
Meriden 	Connecticut	city	2011	60742
Meriden 	Connecticut	city	2012	60653
Meriden 	Connecticut	city	2013	60493
Meriden 	Connecticut	city	2014	60287
Meriden 	Connecticut	city	2015	59988
Milford 	Connecticut	city (balance)	2010	51312
Milford 	Connecticut	city (balance)	2011	51386
Milford 	Connecticut	city (balance)	2012	51514
Milford 	Connecticut	city (balance)	2013	51642
Milford 	Connecticut	city (balance)	2014	51879
Milford 	Connecticut	city (balance)	2015	52087
New Britain 	Connecticut	city	2010	73251
New Britain 	Connecticut	city	2011	73243
New Britain 	Connecticut	city	2012	73093
New Britain 	Connecticut	city	2013	72952
New Britain 	Connecticut	city	2014	72856
New Britain 	Connecticut	city	2015	72808
New Haven 	Connecticut	city	2010	129812
New Haven 	Connecticut	city	2011	130821
New Haven 	Connecticut	city	2012	130937
New Haven 	Connecticut	city	2013	130748
New Haven 	Connecticut	city	2014	130199
New Haven 	Connecticut	city	2015	130322
Norwalk 	Connecticut	city	2010	86010
Norwalk 	Connecticut	city	2011	86723
Norwalk 	Connecticut	city	2012	87272
Norwalk 	Connecticut	city	2013	87899
Norwalk 	Connecticut	city	2014	88158
Norwalk 	Connecticut	city	2015	88485
Stamford 	Connecticut	city	2010	122842
Stamford 	Connecticut	city	2011	124149
Stamford 	Connecticut	city	2012	125106
Stamford 	Connecticut	city	2013	126620
Stamford 	Connecticut	city	2014	128261
Stamford 	Connecticut	city	2015	128874
Waterbury 	Connecticut	city	2010	110369
Waterbury 	Connecticut	city	2011	110087
Waterbury 	Connecticut	city	2012	109918
Waterbury 	Connecticut	city	2013	109661
Waterbury 	Connecticut	city	2014	109270
Waterbury 	Connecticut	city	2015	108802
West Haven 	Connecticut	city	2010	55568
West Haven 	Connecticut	city	2011	55515
West Haven 	Connecticut	city	2012	55241
West Haven 	Connecticut	city	2013	55104
West Haven 	Connecticut	city	2014	55176
West Haven 	Connecticut	city	2015	54927
Milford 	Connecticut	city	2010	52801
Milford 	Connecticut	city	2011	52876
Milford 	Connecticut	city	2012	53006
Milford 	Connecticut	city	2013	53138
Milford 	Connecticut	city	2014	53380
Milford 	Connecticut	city	2015	53592
Bridgeport 	Connecticut	town	2010	144911
Bridgeport 	Connecticut	town	2011	146244
Bridgeport 	Connecticut	town	2012	147013
Bridgeport 	Connecticut	town	2013	147844
Bridgeport 	Connecticut	town	2014	147871
Bridgeport 	Connecticut	town	2015	147629
Danbury 	Connecticut	town	2010	81349
Danbury 	Connecticut	town	2011	82186
Danbury 	Connecticut	town	2012	82810
Danbury 	Connecticut	town	2013	83772
Danbury 	Connecticut	town	2014	83891
Danbury 	Connecticut	town	2015	84657
Fairfield 	Connecticut	town	2010	59728
Fairfield 	Connecticut	town	2011	60396
Fairfield 	Connecticut	town	2012	60778
Fairfield 	Connecticut	town	2013	61089
Fairfield 	Connecticut	town	2014	61404
Fairfield 	Connecticut	town	2015	61523
Greenwich 	Connecticut	town	2010	61338
Greenwich 	Connecticut	town	2011	61946
Greenwich 	Connecticut	town	2012	62334
Greenwich 	Connecticut	town	2013	62530
Greenwich 	Connecticut	town	2014	62609
Greenwich 	Connecticut	town	2015	62695
Norwalk 	Connecticut	town	2010	86010
Norwalk 	Connecticut	town	2011	86723
Norwalk 	Connecticut	town	2012	87272
Norwalk 	Connecticut	town	2013	87899
Norwalk 	Connecticut	town	2014	88158
Norwalk 	Connecticut	town	2015	88485
Stamford 	Connecticut	town	2010	122842
Stamford 	Connecticut	town	2011	124149
Stamford 	Connecticut	town	2012	125106
Stamford 	Connecticut	town	2013	126620
Stamford 	Connecticut	town	2014	128261
Stamford 	Connecticut	town	2015	128874
Stratford 	Connecticut	town	2010	51468
Stratford 	Connecticut	town	2011	51892
Stratford 	Connecticut	town	2012	52143
Stratford 	Connecticut	town	2013	52206
Stratford 	Connecticut	town	2014	52733
Stratford 	Connecticut	town	2015	52609
Bristol 	Connecticut	town	2010	60487
Bristol 	Connecticut	town	2011	60583
Bristol 	Connecticut	town	2012	60598
Bristol 	Connecticut	town	2013	60552
Bristol 	Connecticut	town	2014	60528
Bristol 	Connecticut	town	2015	60452
East Hartford 	Connecticut	town	2010	51263
East Hartford 	Connecticut	town	2011	51313
East Hartford 	Connecticut	town	2012	51284
East Hartford 	Connecticut	town	2013	51192
East Hartford 	Connecticut	town	2014	51005
East Hartford 	Connecticut	town	2015	50821
Hartford 	Connecticut	town	2010	125367
Hartford 	Connecticut	town	2011	125405
Hartford 	Connecticut	town	2012	125115
Hartford 	Connecticut	town	2013	125084
Hartford 	Connecticut	town	2014	124466
Hartford 	Connecticut	town	2015	124006
Manchester 	Connecticut	town	2010	58258
Manchester 	Connecticut	town	2011	58303
Manchester 	Connecticut	town	2012	58283
Manchester 	Connecticut	town	2013	58239
Manchester 	Connecticut	town	2014	58070
Manchester 	Connecticut	town	2015	58007
New Britain 	Connecticut	town	2010	73251
New Britain 	Connecticut	town	2011	73243
New Britain 	Connecticut	town	2012	73093
New Britain 	Connecticut	town	2013	72952
New Britain 	Connecticut	town	2014	72856
New Britain 	Connecticut	town	2015	72808
West Hartford 	Connecticut	town	2010	63426
West Hartford 	Connecticut	town	2011	63403
West Hartford 	Connecticut	town	2012	63425
West Hartford 	Connecticut	town	2013	63390
West Hartford 	Connecticut	town	2014	63154
West Hartford 	Connecticut	town	2015	63053
Hamden 	Connecticut	town	2010	61621
Hamden 	Connecticut	town	2011	61643
Hamden 	Connecticut	town	2012	61780
Hamden 	Connecticut	town	2013	61620
Hamden 	Connecticut	town	2014	61417
Hamden 	Connecticut	town	2015	61218
Meriden 	Connecticut	town	2010	60874
Meriden 	Connecticut	town	2011	60742
Meriden 	Connecticut	town	2012	60653
Meriden 	Connecticut	town	2013	60493
Meriden 	Connecticut	town	2014	60287
Meriden 	Connecticut	town	2015	59988
Milford 	Connecticut	town	2010	52801
Milford 	Connecticut	town	2011	52876
Milford 	Connecticut	town	2012	53006
Milford 	Connecticut	town	2013	53138
Milford 	Connecticut	town	2014	53380
Milford 	Connecticut	town	2015	53592
New Haven 	Connecticut	town	2010	129812
New Haven 	Connecticut	town	2011	130821
New Haven 	Connecticut	town	2012	130937
New Haven 	Connecticut	town	2013	130748
New Haven 	Connecticut	town	2014	130199
New Haven 	Connecticut	town	2015	130322
Waterbury 	Connecticut	town	2010	110369
Waterbury 	Connecticut	town	2011	110087
Waterbury 	Connecticut	town	2012	109918
Waterbury 	Connecticut	town	2013	109661
Waterbury 	Connecticut	town	2014	109270
Waterbury 	Connecticut	town	2015	108802
West Haven 	Connecticut	town	2010	55568
West Haven 	Connecticut	town	2011	55515
West Haven 	Connecticut	town	2012	55241
West Haven 	Connecticut	town	2013	55104
West Haven 	Connecticut	town	2014	55176
West Haven 	Connecticut	town	2015	54927
Wilmington 	Delaware	city	2010	70787
Wilmington 	Delaware	city	2011	70981
Wilmington 	Delaware	city	2012	71331
Wilmington 	Delaware	city	2013	71529
Wilmington 	Delaware	city	2014	71893
Wilmington 	Delaware	city	2015	71948
Boca Raton 	Florida	city	2010	85198
Boca Raton 	Florida	city	2011	86612
Boca Raton 	Florida	city	2012	87948
Boca Raton 	Florida	city	2013	89786
Boca Raton 	Florida	city	2014	91448
Boca Raton 	Florida	city	2015	93235
Bonita Springs 	Florida	city	2015	51704
Boynton Beach 	Florida	city	2010	68368
Boynton Beach 	Florida	city	2011	68943
Boynton Beach 	Florida	city	2012	70196
Boynton Beach 	Florida	city	2013	71261
Boynton Beach 	Florida	city	2014	73163
Boynton Beach 	Florida	city	2015	73966
Bradenton 	Florida	city	2012	50430
Bradenton 	Florida	city	2013	51526
Bradenton 	Florida	city	2014	52770
Bradenton 	Florida	city	2015	54437
Cape Coral 	Florida	city	2010	154795
Cape Coral 	Florida	city	2011	157664
Cape Coral 	Florida	city	2012	161194
Cape Coral 	Florida	city	2013	165294
Cape Coral 	Florida	city	2014	169755
Cape Coral 	Florida	city	2015	175229
Clearwater 	Florida	city	2010	108614
Clearwater 	Florida	city	2011	108715
Clearwater 	Florida	city	2012	109211
Clearwater 	Florida	city	2013	110092
Clearwater 	Florida	city	2014	111067
Clearwater 	Florida	city	2015	113003
Coconut Creek 	Florida	city	2010	53082
Coconut Creek 	Florida	city	2011	54197
Coconut Creek 	Florida	city	2012	55085
Coconut Creek 	Florida	city	2013	56935
Coconut Creek 	Florida	city	2014	58549
Coconut Creek 	Florida	city	2015	59302
Coral Gables 	Florida	city	2013	50417
Coral Gables 	Florida	city	2014	50895
Coral Gables 	Florida	city	2015	51117
Coral Springs 	Florida	city	2010	121434
Coral Springs 	Florida	city	2011	123699
Coral Springs 	Florida	city	2012	125497
Coral Springs 	Florida	city	2013	126802
Coral Springs 	Florida	city	2014	127985
Coral Springs 	Florida	city	2015	129485
Davie 	Florida	town	2010	92302
Davie 	Florida	town	2011	94242
Davie 	Florida	town	2012	95588
Davie 	Florida	town	2013	97365
Davie 	Florida	town	2014	98918
Davie 	Florida	town	2015	100882
Daytona Beach 	Florida	city	2010	61075
Daytona Beach 	Florida	city	2011	61207
Daytona Beach 	Florida	city	2012	61804
Daytona Beach 	Florida	city	2013	62657
Daytona Beach 	Florida	city	2014	63318
Daytona Beach 	Florida	city	2015	64736
Deerfield Beach 	Florida	city	2010	75207
Deerfield Beach 	Florida	city	2011	76534
Deerfield Beach 	Florida	city	2012	77569
Deerfield Beach 	Florida	city	2013	78282
Deerfield Beach 	Florida	city	2014	78901
Deerfield Beach 	Florida	city	2015	79768
Delray Beach 	Florida	city	2010	60821
Delray Beach 	Florida	city	2011	61593
Delray Beach 	Florida	city	2012	62462
Delray Beach 	Florida	city	2013	64211
Delray Beach 	Florida	city	2014	65085
Delray Beach 	Florida	city	2015	66255
Deltona 	Florida	city	2010	85197
Deltona 	Florida	city	2011	85142
Deltona 	Florida	city	2012	85487
Deltona 	Florida	city	2013	86075
Deltona 	Florida	city	2014	86880
Deltona 	Florida	city	2015	88474
Doral 	Florida	city	2013	50595
Doral 	Florida	city	2014	54245
Doral 	Florida	city	2015	56035
Fort Lauderdale 	Florida	city	2010	166013
Fort Lauderdale 	Florida	city	2011	168972
Fort Lauderdale 	Florida	city	2012	171260
Fort Lauderdale 	Florida	city	2013	172942
Fort Lauderdale 	Florida	city	2014	176058
Fort Lauderdale 	Florida	city	2015	178590
Fort Myers 	Florida	city	2010	62426
Fort Myers 	Florida	city	2011	63831
Fort Myers 	Florida	city	2012	65625
Fort Myers 	Florida	city	2013	68045
Fort Myers 	Florida	city	2014	70873
Fort Myers 	Florida	city	2015	74013
Gainesville 	Florida	city	2010	124701
Gainesville 	Florida	city	2011	125731
Gainesville 	Florida	city	2012	126311
Gainesville 	Florida	city	2013	127074
Gainesville 	Florida	city	2014	128554
Gainesville 	Florida	city	2015	130128
Hialeah 	Florida	city	2010	225549
Hialeah 	Florida	city	2011	231366
Hialeah 	Florida	city	2012	233620
Hialeah 	Florida	city	2013	235425
Hialeah 	Florida	city	2014	236144
Hialeah 	Florida	city	2015	237069
Hollywood 	Florida	city	2010	141133
Hollywood 	Florida	city	2011	143633
Hollywood 	Florida	city	2012	145580
Hollywood 	Florida	city	2013	146923
Hollywood 	Florida	city	2014	148084
Hollywood 	Florida	city	2015	149728
Homestead 	Florida	city	2010	60810
Homestead 	Florida	city	2011	62781
Homestead 	Florida	city	2012	63632
Homestead 	Florida	city	2013	64646
Homestead 	Florida	city	2014	65686
Homestead 	Florida	city	2015	66498
Jupiter 	Florida	town	2010	55443
Jupiter 	Florida	town	2011	56236
Jupiter 	Florida	town	2012	57289
Jupiter 	Florida	town	2013	58410
Jupiter 	Florida	town	2014	60710
Jupiter 	Florida	town	2015	62707
Kissimmee 	Florida	city	2010	59778
Kissimmee 	Florida	city	2011	61555
Kissimmee 	Florida	city	2012	63789
Kissimmee 	Florida	city	2013	65441
Kissimmee 	Florida	city	2014	67102
Kissimmee 	Florida	city	2015	69152
Lakeland 	Florida	city	2010	97842
Lakeland 	Florida	city	2011	99066
Lakeland 	Florida	city	2012	99429
Lakeland 	Florida	city	2013	100897
Lakeland 	Florida	city	2014	102676
Lakeland 	Florida	city	2015	104401
Largo 	Florida	city	2010	79022
Largo 	Florida	city	2011	78909
Largo 	Florida	city	2012	79108
Largo 	Florida	city	2013	79718
Largo 	Florida	city	2014	80025
Largo 	Florida	city	2015	81000
Lauderhill 	Florida	city	2010	67130
Lauderhill 	Florida	city	2011	68344
Lauderhill 	Florida	city	2012	69294
Lauderhill 	Florida	city	2013	69960
Lauderhill 	Florida	city	2014	70644
Lauderhill 	Florida	city	2015	71579
Margate 	Florida	city	2010	53420
Margate 	Florida	city	2011	54370
Margate 	Florida	city	2012	55109
Margate 	Florida	city	2013	55623
Margate 	Florida	city	2014	56075
Margate 	Florida	city	2015	57234
Melbourne 	Florida	city	2010	76377
Melbourne 	Florida	city	2011	76593
Melbourne 	Florida	city	2012	77029
Melbourne 	Florida	city	2013	77662
Melbourne 	Florida	city	2014	78654
Melbourne 	Florida	city	2015	80127
Miami Beach 	Florida	city	2010	88180
Miami Beach 	Florida	city	2011	90421
Miami Beach 	Florida	city	2012	91268
Miami Beach 	Florida	city	2013	91844
Miami Beach 	Florida	city	2014	91956
Miami Beach 	Florida	city	2015	92312
Miami Gardens 	Florida	city	2010	107573
Miami Gardens 	Florida	city	2011	110420
Miami Gardens 	Florida	city	2012	111576
Miami Gardens 	Florida	city	2013	112347
Miami Gardens 	Florida	city	2014	112542
Miami Gardens 	Florida	city	2015	113187
Miramar 	Florida	city	2010	122405
Miramar 	Florida	city	2011	125133
Miramar 	Florida	city	2012	128986
Miramar 	Florida	city	2013	130552
Miramar 	Florida	city	2014	135018
Miramar 	Florida	city	2015	137132
North Miami 	Florida	city	2010	59820
North Miami 	Florida	city	2011	61317
North Miami 	Florida	city	2012	61875
North Miami 	Florida	city	2013	62271
North Miami 	Florida	city	2014	62299
North Miami 	Florida	city	2015	62435
North Port 	Florida	city	2010	57404
North Port 	Florida	city	2011	57622
North Port 	Florida	city	2012	58352
North Port 	Florida	city	2013	59112
North Port 	Florida	city	2014	60388
North Port 	Florida	city	2015	62345
Ocala 	Florida	city	2010	56364
Ocala 	Florida	city	2011	56598
Ocala 	Florida	city	2012	56823
Ocala 	Florida	city	2013	57011
Ocala 	Florida	city	2014	57517
Ocala 	Florida	city	2015	58218
Orlando 	Florida	city	2010	239428
Orlando 	Florida	city	2011	243798
Orlando 	Florida	city	2012	250266
Orlando 	Florida	city	2013	255653
Orlando 	Florida	city	2014	263074
Orlando 	Florida	city	2015	270934
Palm Bay 	Florida	city	2010	103340
Palm Bay 	Florida	city	2011	103359
Palm Bay 	Florida	city	2012	104184
Palm Bay 	Florida	city	2013	104794
Palm Bay 	Florida	city	2014	105816
Palm Bay 	Florida	city	2015	107888
Palm Beach Gardens 	Florida	city	2012	50068
Palm Beach Gardens 	Florida	city	2013	50791
Palm Beach Gardens 	Florida	city	2014	51948
Palm Beach Gardens 	Florida	city	2015	52923
Palm Coast 	Florida	city	2010	75513
Palm Coast 	Florida	city	2011	76597
Palm Coast 	Florida	city	2012	77563
Palm Coast 	Florida	city	2013	78721
Palm Coast 	Florida	city	2014	80720
Palm Coast 	Florida	city	2015	82893
Pembroke Pines 	Florida	city	2010	154452
Pembroke Pines 	Florida	city	2011	157499
Pembroke Pines 	Florida	city	2012	159855
Pembroke Pines 	Florida	city	2013	162603
Pembroke Pines 	Florida	city	2014	164666
Pembroke Pines 	Florida	city	2015	166611
Pensacola 	Florida	city	2010	52056
Pensacola 	Florida	city	2011	52022
Pensacola 	Florida	city	2012	52758
Pensacola 	Florida	city	2013	52770
Pensacola 	Florida	city	2014	52994
Pensacola 	Florida	city	2015	53193
Pinellas Park 	Florida	city	2013	50160
Pinellas Park 	Florida	city	2014	51025
Pinellas Park 	Florida	city	2015	51617
Plantation 	Florida	city	2010	85351
Plantation 	Florida	city	2011	86921
Plantation 	Florida	city	2012	88172
Plantation 	Florida	city	2013	90456
Plantation 	Florida	city	2014	91474
Plantation 	Florida	city	2015	92560
Pompano Beach 	Florida	city	2010	100105
Pompano Beach 	Florida	city	2011	101840
Pompano Beach 	Florida	city	2012	103203
Pompano Beach 	Florida	city	2013	104684
Pompano Beach 	Florida	city	2014	106130
Pompano Beach 	Florida	city	2015	107762
Port Orange 	Florida	city	2010	56592
Port Orange 	Florida	city	2011	56595
Port Orange 	Florida	city	2012	56832
Port Orange 	Florida	city	2013	57322
Port Orange 	Florida	city	2014	58735
Port Orange 	Florida	city	2015	59866
Port St. Lucie 	Florida	city	2010	165381
Port St. Lucie 	Florida	city	2011	167104
Port St. Lucie 	Florida	city	2012	168935
Port St. Lucie 	Florida	city	2013	170726
Port St. Lucie 	Florida	city	2014	174068
Port St. Lucie 	Florida	city	2015	179413
St. Petersburg 	Florida	city	2010	245299
St. Petersburg 	Florida	city	2011	245975
St. Petersburg 	Florida	city	2012	247289
St. Petersburg 	Florida	city	2013	249564
St. Petersburg 	Florida	city	2014	253714
St. Petersburg 	Florida	city	2015	257083
Sanford 	Florida	city	2010	53747
Sanford 	Florida	city	2011	54228
Sanford 	Florida	city	2012	54788
Sanford 	Florida	city	2013	56169
Sanford 	Florida	city	2014	57523
Sanford 	Florida	city	2015	58111
Sarasota 	Florida	city	2010	52152
Sarasota 	Florida	city	2011	52368
Sarasota 	Florida	city	2012	52879
Sarasota 	Florida	city	2013	53252
Sarasota 	Florida	city	2014	54221
Sarasota 	Florida	city	2015	55118
Sunrise 	Florida	city	2010	84654
Sunrise 	Florida	city	2011	86444
Sunrise 	Florida	city	2012	88929
Sunrise 	Florida	city	2013	90267
Sunrise 	Florida	city	2014	91274
Sunrise 	Florida	city	2015	92700
Tallahassee 	Florida	city	2010	181856
Tallahassee 	Florida	city	2011	183449
Tallahassee 	Florida	city	2012	187054
Tallahassee 	Florida	city	2013	186532
Tallahassee 	Florida	city	2014	188132
Tallahassee 	Florida	city	2015	189907
Tamarac 	Florida	city	2010	60667
Tamarac 	Florida	city	2011	61781
Tamarac 	Florida	city	2012	62655
Tamarac 	Florida	city	2013	63272
Tamarac 	Florida	city	2014	63809
Tamarac 	Florida	city	2015	64681
Tampa 	Florida	city	2010	336805
Tampa 	Florida	city	2011	346850
Tampa 	Florida	city	2012	348975
Wellington 	Florida	village	2010	56870
Wellington 	Florida	village	2011	57597
Wellington 	Florida	village	2012	58759
Wellington 	Florida	village	2013	60290
Wellington 	Florida	village	2014	61515
Wellington 	Florida	village	2015	62560
Weston 	Florida	city	2010	65521
Weston 	Florida	city	2011	66771
Weston 	Florida	city	2012	67757
Weston 	Florida	city	2013	68478
Weston 	Florida	city	2014	69118
Weston 	Florida	city	2015	69959
West Palm Beach 	Florida	city	2010	100545
West Palm Beach 	Florida	city	2011	101337
West Palm Beach 	Florida	city	2012	102516
West Palm Beach 	Florida	city	2013	103130
West Palm Beach 	Florida	city	2014	104082
West Palm Beach 	Florida	city	2015	106779
Albany 	Georgia	city	2010	77473
Albany 	Georgia	city	2011	77788
Albany 	Georgia	city	2012	77511
Albany 	Georgia	city	2013	76347
Albany 	Georgia	city	2014	75863
Albany 	Georgia	city	2015	74843
Alpharetta 	Georgia	city	2010	57820
Alpharetta 	Georgia	city	2011	59417
Alpharetta 	Georgia	city	2012	61968
Alpharetta 	Georgia	city	2013	62209
Alpharetta 	Georgia	city	2014	63055
Alpharetta 	Georgia	city	2015	63693
Athens-Clarke County unified government 	Georgia	(balance)	2010	116215
Athens-Clarke County unified government 	Georgia	(balance)	2011	117205
Athens-Clarke County unified government 	Georgia	(balance)	2012	118951
Athens-Clarke County unified government 	Georgia	(balance)	2013	119840
Athens-Clarke County unified government 	Georgia	(balance)	2014	119526
Athens-Clarke County unified government 	Georgia	(balance)	2015	122604
Augusta-Richmond County consolidated government 	Georgia	(balance)	2010	196222
Augusta-Richmond County consolidated government 	Georgia	(balance)	2011	195828
Augusta-Richmond County consolidated government 	Georgia	(balance)	2012	197156
Augusta-Richmond County consolidated government 	Georgia	(balance)	2013	196496
Augusta-Richmond County consolidated government 	Georgia	(balance)	2014	196526
Augusta-Richmond County consolidated government 	Georgia	(balance)	2015	197182
Brookhaven 	Georgia	city	2012	50345
Brookhaven 	Georgia	city	2013	50848
Brookhaven 	Georgia	city	2014	51298
Brookhaven 	Georgia	city	2015	51910
Columbus 	Georgia	city	2010	191124
Columbus 	Georgia	city	2011	195357
Columbus 	Georgia	city	2012	200195
Columbus 	Georgia	city	2013	204207
Columbus 	Georgia	city	2014	201087
